1871,373.25
1872,624.1666666667
1873,392
1874,353.9166666667
1875,849.1666666667
1876,451.25
1877,582.6666666667
1878,611.8333333333
1879,340
1880,486.5833333333
1881,640.75
1882,517.4166666667
1883,427.25
1884,487.6666666667
1885,430.5833333333
1886,601.6666666667
1887,463.4166666667
1888,484.5833333333
1889,526.3333333333
1890,464.6666666667
1891,400.25
1892,655.5833333333
1893,775
1894,875.0833333333
1895,424.9166666667
1896,316.4166666667
1897,402.9166666667
1898,514.5
1899,194.3333333333
1900,820
1901,433.6666666667
1902,361
1903,525.75
1904,384.5
1905,339
1906,574.8333333333
1907,555.1666666667
1908,620.4166666667
1909,667.0833333333
1910,537.1666666667
1911,469.5
1912,461.25
1913,461.4166666667
1914,677.5833333333
1915,393
1916,502.25
1917,996.3333333333
1918,326.9166666667
1919,422.0833333333
1920,364.9166666667
1921,313.5
1922,438.4166666667
1923,666.3333333333
1924,494.5833333333
1925,554.8333333333
1926,515.4166666667
1927,384.75
1928,367.75
1929,344.5
1930,461.3333333333
1931,499.5
1932,446.5
1933,748
1934,335.25
1935,466.4166666667
1936,525.5833333333
1937,468.9166666667
1938,412.0833333333
1939,335.25
1940,480.3333333333
1941,447.4166666667
1942,683.9166666667
1943,353.8333333333
1944,542.5
1945,638.4166666667
1946,397.1666666667
1947,597.5
1948,517.5833333333
1949,526.9166666667
1950,816.6666666667
1951,410.5
1952,438.25
1953,552.1666666667
1954,550.6666666667
1955,871.75
1956,615.3333333333
1957,572.1666666667
1958,637.4166666667
1959,625.9166666667
1960,508.1666666667
1961,671.8333333333
1962,823.4166666667
1963,424.5
1964,692.1666666667
1965,449.8333333333
1966,575.25
1967,600.1666666667
1968,441.5
1969,404.5
1970,595.75
1971,926.9166666667
1972,398.75
1973,784.0833333333
1974,565.25
1975,785.5833333333
1976,690.9166666667
1977,606.1666666667
1978,595.75
1979,408.25
1980,689.6666666667
1981,389.6666666667
1982,523.5833333333
1983,599.6666666667
1984,539.8333333333
1985,519.5833333333
1986,503.8333333333
1987,286.3333333333
1988,892.5
1989,455.4166666667
1990,658.8333333333
1991,469.3333333333
1992,467.8333333333
1993,727.3333333333
1994,679.4166666667
1995,801.1666666667
1996,609.25
1997,628.4166666667
1998,708.6666666667
1999,528.0833333333
2000,597.5833333333
2001,496.9166666667
2002,415.9166666667
2003,550.4166666667
2004,355.4166666667
2005,485.6666666667
2006,440.5
2007,380.6666666667
2008,760.5833333333
2009,328.75
2010,415
2011,460
